WorkerID,CurrentCompany,CurrentRole,IsTempProfile,WorkerJobSearchStatus,ConnectionPipelineStatus,ProfileAddedAt,ProfileAddedBy,TalentCommunitySource,TalentPoolCount,StarRating,State,Country,Economic Region,Population (2020),Coastline(WRI)(km),Coast/Area Ratio (WRI) (m/km2),Happiness Report,GWP Per Capita (2020),City,Postcode,RecruiterMessage,WorkerMessage,TotalResponseRate,LastCommunicatedAt,LastCommunicatedBy,CvStrength,ExperienceYears,Company
7164902,Darwish Interserve (Qatar Civil Aviation Authority Project),Housekeeping,FALSE,,Community,,,my-crew.com,,FiveStarReview,,Qatar,EMEA,"2.881.053,00","909,00","78,50","6,374","50.124,39",Doha,,,,,,,30,10,myCrew
7160461,Hotel,Cuoco,FALSE,,Community,,,Indeed,,TwoStarReview,Liguria,Italy,EMEA,"60.461.826,00","9.226,00","31,40","6,223","31.714,22",Rapallo,16035,,,,,,30,,myCrew
7158438,Carnival cruise LINES,OILER,FALSE,Available Now,Community,,,LinkedIn,,TwoStarReview,AN,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",Cádiz,,,,,,,40,,myCrew
7157550,,,FALSE,Available Now,Community,,,LinkedIn,,FiveStarReview,Provence-Alpes-Côte d'Azur,France,EMEA,"65.273.511,00","7.330,00","11,40","6,592","39.030,36",Antibes,,,,,,,60,,myCrew
7157546,Ristorante Toscana ( Italian cuisine),Chef default Partie,FALSE,,Community,,,LinkedIn,,ThreeStarReview,,Saudi Arabia,EMEA,"34.813.871,00","7.572,00","3,52","6,375","20.110,32",Medina,,,,,,,55,16,myCrew
7154828,,,FALSE,Available Now,Community,,,es.linkedin.com,,FiveStarReview,AN,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",Tarifa,11380,,,,,,25,,myCrew
7153155,Dropp GmbH,Operations Associate,FALSE,,Community,,,LinkedIn,,OneStarReview,,Germany,EMEA,"83.783.942,00","3.624,00","10,40","6,985","46.208,43",Munich,80937,,,,,,60,,myCrew
7150102,The Computer Hut,"Fibre Optic Planner, Technician",FALSE,,Community,,,LinkedIn,,OneStarReview,WC,South Africa,EMEA,"59.308.690,00","3.751,00","3,09","4,722","5.655,87",Gansbaai,7220,,,,,,40,4,myCrew
7149352,Red Cross,Rescue Team Member,FALSE,Open to Offers,Community,,,my-crew.com,,TwoStarReview,PV,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",Getxo,,,,,,,55,2,myCrew
7148217,MY Costa Magna,Deck/Stew,FALSE,,Community,,,LinkedIn,,FourStarReview,Provence-Alpes-Côte d'Azur,France,EMEA,"65.273.511,00","7.330,00","11,40","6,592","39.030,36",Antibes,,,,,,,35,7,myCrew
7148035,Niroj,First commis chef,FALSE,Open to Offers,Community,,,LinkedIn,,TwoStarReview,,Saudi Arabia,EMEA,"34.813.871,00","7.572,00","3,52","6,375","20.110,32",,,,,,,,55,6,myCrew
7147806,Hotel new star,Chef,FALSE,,Community,,,Indeed,,ThreeStarReview,GR,Switzerland,EMEA,"8.654.622,00","0,00","0,00","7,480","87.097,04",San Maurizio,,,,,,,30,,myCrew
7145059,M/Y AVA,Monaco,FALSE,,Community,,,Careers Website,,TwoStarReview,Provence-Alpes-Côte d'Azur,France,EMEA,"65.273.511,00","7.330,00","11,40","6,592","39.030,36",Cannes,,,,,,,30,,myCrew
7144829,Lucky fish restaurant,Junior chef de partie,FALSE,Available Now,Community,,,LinkedIn,,TwoStarReview,,United Arab Emirates,EMEA,"9.890.402,00","2.871,00","34,30","6,825","36.284,56","Jumeirah beach residence, Dubai",,,,,,,70,7,myCrew
7143316,"Air Hamburg, Luftverkehrsgesselschaft mbH.",Cabin Service Representative,FALSE,,Community,,,LinkedIn,,FiveStarReview,IB,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",Llucmajor,7620,,,,,,50,,myCrew
7142615,,,FALSE,Available Now,Community,,,LinkedIn,,ThreeStarReview,MP,South Africa,EMEA,"59.308.690,00","3.751,00","3,09","4,722","5.655,87",Barberton,1300,,,,,,65,,myCrew
7141647,,,FALSE,Available Soon,Community,,,Indeed,,ThreeStarReview,,Italy,EMEA,"60.461.826,00","9.226,00","31,40","6,223","31.714,22",,,,,,,,25,,myCrew
7137977,Northrop,Deck Hand,FALSE,Available Now,Community,,,Careers Website,,ThreeStarReview,HH,Germany,EMEA,"83.783.942,00","3.624,00","10,40","6,985","46.208,43",Hamburg,,,,,,,35,3,myCrew
7137874,Maastricht Student Consulting,Consultant,FALSE,Open to Offers,Community,,,Careers Website,,TwoStarReview,NRW,Germany,EMEA,"83.783.942,00","3.624,00","10,40","6,985","46.208,43",Ehrenfeld,50825,,,,,,40,,myCrew
7137583,Lady M,Deckhand,FALSE,Available Now,Community,,,Careers Website,,OneStarReview,,South Africa,EMEA,"59.308.690,00","3.751,00","3,09","4,722","5.655,87",Cape Town,,,,,,,85,3,myCrew
7133169,Ryanair,Cabin crew supervisor,FALSE,,Community,,,Indeed,,ThreeStarReview,Porto,Portugal,EMEA,"10.196.709,00","2.830,00","30,90","5,693","22.176,30",Porto,,,,,,,30,,myCrew
7131689,Freelancer,commercial Captain,FALSE,Available Now,Community,,,Careers Website,,FourStarReview,,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",El Toro,7180,,,,,,70,29,myCrew
7131592,Oldendorff Carriers GnbH Germany,Senior Crew Operations Manager,FALSE,,Community,,,LinkedIn,,OneStarReview,,Germany,EMEA,"83.783.942,00","3.624,00","10,40","6,985","46.208,43",Lübeck,,,,,,,40,33,myCrew
7130602,MotorYacht SKI,"Captain, Engineer",FALSE,Available Soon,Community,,,Careers Website,,FourStarReview,IB,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",Palma,,,,,,,75,7,myCrew
7129799,None,Deckhand,FALSE,,Community,,,LinkedIn,,OneStarReview,IB,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",Palma,,,,,,,40,,myCrew
7129212,,,FALSE,,Community,,,LinkedIn,,FourStarReview,,United Arab Emirates,EMEA,"9.890.402,00","2.871,00","34,30","6,825","36.284,56",,,,,,,,25,,myCrew
7125972,,,FALSE,Available Now,Community,,,my-crew.com,,ThreeStarReview,NRW,Germany,EMEA,"83.783.942,00","3.624,00","10,40","6,985","46.208,43",Köln,,,,,,,25,,myCrew
7125704,Christina O,Deckhand,FALSE,,Community,,,LinkedIn,,FourStarReview,,Greece,EMEA,"10.423.054,00","15.147,00","116,00","5,287","17.622,54",Atenas,,,,,,,40,,myCrew
7121141,Remal asswhel contracting & maintance co,Supervisor,FALSE,,Community,,,LinkedIn,,FourStarReview,Riyadh Province,Saudi Arabia,EMEA,"34.813.871,00","7.572,00","3,52","6,375","20.110,32",Al Yarmuk,,,,,,,30,,myCrew
7120584,Frs,Steward,FALSE,,Community,,,LinkedIn,,FourStarReview,Fès-Meknès,Morocco,EMEA,"36.910.560,00","2.009,00","2,80","5,208","3.058,69",Fès,,,,,,,30,,myCrew
7118523,,,FALSE,Open to Offers,Community,,,LinkedIn,,TwoStarReview,,Greece,EMEA,"10.423.054,00","15.147,00","116,00","5,287","17.622,54",Patras,,,,,,,65,19,myCrew
7117523,Universitat Autònoma de Barcelona,student,FALSE,,Community,,,LinkedIn,,ThreeStarReview,CT,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",Barcelona,,,,,,,45,,myCrew
7110086,Service on board,,FALSE,Available Now,Community,,,Careers Website,,ThreeStarReview,Provence-Alpes-Côte d'Azur,France,EMEA,"65.273.511,00","7.330,00","11,40","6,592","39.030,36",Meyreuil,13590,,,,,,60,2,myCrew
7109650,HOLIDAY,OOW,FALSE,Available Now,Community,,,LinkedIn,,FiveStarReview,Brittany,France,EMEA,"65.273.511,00","7.330,00","11,40","6,592","39.030,36",Sains,,,,,,,65,2,myCrew
7103961,"S/Y Strathisla, Swan 90",Captain,FALSE,Available Now,Community,,,Careers Website,,FourStarReview,,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",Palma de Mallorca,7013,,,,,,70,12,myCrew
7099145,Ajd Tuna Limited,Fishfarm Diver,FALSE,,Community,,,mt.linkedin.com,,ThreeStarReview,,Malta,EMEA,"441.543,00","198,00","627,00","6,726","27.884,64",Rabat,,,,,,,40,2,myCrew
7097393,Ninguna,Desempleado,FALSE,,Community,,,Indeed,,TwoStarReview,,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",,,,,,,,50,,myCrew
7093335,Gems Dubai American academy,Housekeeping cleaner,FALSE,,Community,,,LinkedIn,,OneStarReview,,United Arab Emirates,EMEA,"9.890.402,00","2.871,00","34,30","6,825","36.284,56",Dubai,,,,,,,65,3,myCrew
7092287,Deco srl,Imp6,FALSE,,Community,,,Indeed,,FiveStarReview,Liguria,Italy,EMEA,"60.461.826,00","9.226,00","31,40","6,223","31.714,22",,,,,,,,40,,myCrew
7091921,Fassco Catering,,FALSE,,Community,,,LinkedIn,,OneStarReview,Abu Dhabi,United Arab Emirates,EMEA,"9.890.402,00","2.871,00","34,30","6,825","36.284,56",Musaffah,,,,,,,45,7,myCrew
7086494,,,FALSE,,Community,,,LinkedIn,,TwoStarReview,Liguria,Italy,EMEA,"60.461.826,00","9.226,00","31,40","6,223","31.714,22",La Spezia,,,,,,,35,,myCrew
7086149,,COLLEAGUE OUTLET ATTENDANT,FALSE,Available Soon,Community,,,LinkedIn,,FourStarReview,,United Arab Emirates,EMEA,"9.890.402,00","2.871,00","34,30","6,825","36.284,56",Abu dhabi,,,,,,,60,3,myCrew
7083343,GDM Gemi Danışmanlık ve Denizcilik Mühendislik,"Technical Manager, Co-Founder",FALSE,,Community,,,jobs.com,,TwoStarReview,İstanbul,Turkey,EMEA,"84.339.067,00","8.140,00","10,60","5,373","8.536,43",İstanbul,,,,,,,55,2,myCrew
7079055,PRIVATSEA Yachting,Captain,FALSE,,Community,,,LinkedIn,,OneStarReview,,Greece,EMEA,"10.423.054,00","15.147,00","116,00","5,287","17.622,54",,,,,,,,85,17,myCrew
7067726,Freelancing,Freelancing,FALSE,,Community,,,LinkedIn,,TwoStarReview,,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",Mallorca,,,,,,,50,9,myCrew
7064795,Le meridian hotel,sous chef,FALSE,,Community,,,LinkedIn,,OneStarReview,,United Arab Emirates,EMEA,"9.890.402,00","2.871,00","34,30","6,825","36.284,56",,,,,,,,60,10,myCrew
7055644,,,FALSE,,Community,,,LinkedIn,,OneStarReview,Sicilia,Italy,EMEA,"60.461.826,00","9.226,00","31,40","6,223","31.714,22",,91100,,,,,,25,,myCrew
7049591,Hotel centre nautique Bonifacio,Chef de cuisine,FALSE,,Community,,,Indeed,,FiveStarReview,Sardegna,Italy,EMEA,"60.461.826,00","9.226,00","31,40","6,223","31.714,22",,,,,,,,30,,myCrew
7046962,Grand Circle Corporation,Dubrovnik,FALSE,,Community,,,LinkedIn,,TwoStarReview,Dubrovačko-neretvanska županija,Croatia,EMEA,"4.105.267,00","5.664,00","101,00","5,432","14.134,16",Dubrovnik,,,,,,,40,18,myCrew
7046954,Doubletree By Hilton Resort and Spa Marjan Island,Housekeeping Floor Supervisor,FALSE,,Community,,,LinkedIn,,ThreeStarReview,Ras al Khaimah,United Arab Emirates,EMEA,"9.890.402,00","2.871,00","34,30","6,825","36.284,56",Ras Al-Khaimah,,,,,,,30,,myCrew
7046732,,,FALSE,,Community,,,LinkedIn,,OneStarReview,Veneto,Italy,EMEA,"60.461.826,00","9.226,00","31,40","6,223","31.714,22",Verona,,,,,,,35,,myCrew
7044489,Restaurant,Chef,FALSE,Available Now,Community,,,LinkedIn,,FiveStarReview,,Oman,EMEA,"5.106.626,00","2.810,00","9,08",#N/A,"14.485,39",,,,,,,,60,,myCrew
7044058,,,FALSE,Available Soon,Community,,,LinkedIn,,TwoStarReview,IB,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",Palma,,,,,,,55,11,myCrew
7040262,Ponant,Front office manager and guest relation,FALSE,,Community,,,LinkedIn,,ThreeStarReview,Provence-Alpes-Côte d'Azur,France,EMEA,"65.273.511,00","7.330,00","11,40","6,592","39.030,36",Antibes,,,,,,,55,5,myCrew
7037633,Arusha Coffee Lodge,Executive Chef,FALSE,,Community,,,LinkedIn,,FiveStarReview,,Tanzania,EMEA,"59.734.218,00","3.461,00","3,91","3,231","1.076,47",Arusha,,,,,,,70,17,myCrew
7037582,Private,Captain,FALSE,Available Now,Community,,,LinkedIn,,FiveStarReview,IB,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",Palma,,,,,,,65,8,myCrew
7036552,Le Rouret,House Caretaker,FALSE,,Community,,,LinkedIn,,ThreeStarReview,Provence-Alpes-Côte d'Azur,France,EMEA,"65.273.511,00","7.330,00","11,40","6,592","39.030,36",Antibes,,,,,,,40,,myCrew
7034801,MY Jacozami,Relief First Officer,FALSE,Available Now,Community,,,Careers Website,,OneStarReview,IB,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",Palma,,,,,,,75,12,myCrew
7033542,,,FALSE,,Community,,,LinkedIn,,TwoStarReview,Dubai,United Arab Emirates,EMEA,"9.890.402,00","2.871,00","34,30","6,825","36.284,56",Dubai,,,,,,,25,,myCrew
7027023,Serunion,Desempleado,FALSE,,Community,,,LinkedIn,,TwoStarReview,AN,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",Málaga,,,,,,,55,1,myCrew
7024735,Rockhero Ltd.,Fleet manager,FALSE,,Community,,,LinkedIn,,FiveStarReview,,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",,,,,,,,45,21,myCrew
7024430,,,FALSE,,Community,,,LinkedIn,,FourStarReview,Piemonte,Italy,EMEA,"60.461.826,00","9.226,00","31,40","6,223","31.714,22",Torino,,,,,,,25,,myCrew
7018278,n/a,n/a,FALSE,Available Now,Community,,,LinkedIn,,ThreeStarReview,KZN,South Africa,EMEA,"59.308.690,00","3.751,00","3,09","4,722","5.655,87",Durban,,,,,,,40,,myCrew
7016061,,,FALSE,Available Soon,Community,,,Indeed,,FourStarReview,Veneto,Italy,EMEA,"60.461.826,00","9.226,00","31,40","6,223","31.714,22",Lido di Jesolo,,,,,,,25,,myCrew
7015876,End contract,Chef,FALSE,,Community,,,Google,,ThreeStarReview,,Italy,EMEA,"60.461.826,00","9.226,00","31,40","6,223","31.714,22",,,,,,,,30,,myCrew
7015764,,,FALSE,,Community,,,Careers Website,,FourStarReview,IB,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",Ibiza,7800,,,,,,40,,myCrew
7013705,HILTON DOHA THE PEARL HOTEL AND RESIDENCE,BELLMAN,FALSE,,Community,,,LinkedIn,,FiveStarReview,Doha,Qatar,EMEA,"2.881.053,00","909,00","78,50","6,374","50.124,39",Doha,,,,,,,30,,myCrew
7009427,B ADONIS,Captain Obrt MARIN M,FALSE,,Community,,,LinkedIn,,OneStarReview,,Czech Republic,EMEA,"10.708.981,00","0,00","0,00","6,852","22.931,27",potok 4,21315,,,,,,70,10,myCrew
7004938,Voco daho west bay suites,Housekeeping room attendant,FALSE,,Community,,,LinkedIn,,TwoStarReview,Al Rayyan Municipality,Qatar,EMEA,"2.881.053,00","909,00","78,50","6,374","50.124,39",Ar-Rayyan,,,,,,,30,,myCrew
7004119,Parco company,Demi chef de partie,FALSE,,Community,,,LinkedIn,,FiveStarReview,,United Arab Emirates,EMEA,"9.890.402,00","2.871,00","34,30","6,825","36.284,56",Dubai,,,,,,,60,2,myCrew
7004011,REWAQ,EXECUTIVE CHEF,FALSE,Available Soon,Community,,,LinkedIn,,FourStarReview,Eastern Province,Saudi Arabia,EMEA,"34.813.871,00","7.572,00","3,52","6,375","20.110,32",Al Khobar,,,,,,,75,15,myCrew
7002452,Acharya,Commis,FALSE,,Community,,,LinkedIn,,ThreeStarReview,,Saudi Arabia,EMEA,"34.813.871,00","7.572,00","3,52","6,375","20.110,32",,,,,,,,50,4,myCrew
7002172,,,FALSE,Available Now,Community,,,LinkedIn,,TwoStarReview,Варна,Bulgaria,EMEA,"6.948.445,00","457,00","4,21","5,011","10.079,20",,,,,,,,35,,myCrew
6997908,The gol chakkar restaurant,Demi chef de parte,FALSE,,Community,,,LinkedIn,,OneStarReview,Dubai,United Arab Emirates,EMEA,"9.890.402,00","2.871,00","34,30","6,825","36.284,56",Dubai,,,,,,,40,,myCrew
6992532,Privat,Captain,FALSE,Available Now,Community,,,LinkedIn,,FourStarReview,IB,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",Palma,,,,,,,60,25,myCrew
6992349,Princess Cruises,First Engineer Officer,FALSE,,Community,,,Careers Website,,FiveStarReview,Campania,Italy,EMEA,"60.461.826,00","9.226,00","31,40","6,223","31.714,22",Napoli,80135,,,,,,60,11,myCrew
6990304,,,FALSE,,Community,,,Indeed,,FourStarReview,Valle d'Aosta,Italy,EMEA,"60.461.826,00","9.226,00","31,40","6,223","31.714,22",Aosta,11100,,,,,,25,,myCrew
6987548,,,FALSE,,Community,,,LinkedIn,,ThreeStarReview,LA,Nigeria,EMEA,"206.139.589,00","3.122,00","3,43","5,265","2.097,09",Lagos Mainland,101245,,,,,,35,,myCrew
6986740,harren&partner,engine,FALSE,,Community,,,LinkedIn,,FiveStarReview,Aydın,Turkey,EMEA,"84.339.067,00","8.140,00","10,60","5,373","8.536,43",Aydın,,,,,,,60,4,myCrew
6985587,CRUISE YACHT,CAPTAIN,FALSE,,Community,,,LinkedIn,,FourStarReview,,United Arab Emirates,EMEA,"9.890.402,00","2.871,00","34,30","6,825","36.284,56",Dubai,,,,,,,60,5,myCrew
6985029,,,FALSE,,Community,,,LinkedIn,,FourStarReview,VC,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",Валенсия,,,,,,,25,,myCrew
6982510,Siberd,Stewardess,FALSE,,Community,,,Indeed,,FourStarReview,PM,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",Palma,,,,,,,30,,myCrew
6981748,Reethy beach resort,Chef de partie,FALSE,,Community,,,LinkedIn,,TwoStarReview,,Maldives,EMEA,"540.544,00","2.002,00","6,72",#N/A,"6.924,11",,,,,,,,30,,myCrew
6981672,P&o ferries,Steward,FALSE,,Community,,,LinkedIn,,ThreeStarReview,BY,Germany,EMEA,"83.783.942,00","3.624,00","10,40","6,985","46.208,43",Amberg,92224,,,,,,30,,myCrew
6981254,Self employed,Chef,FALSE,,Community,,,LinkedIn,,TwoStarReview,,Malta,EMEA,"441.543,00","198,00","627,00","6,726","27.884,64",Valletta,,,,,,,40,13,myCrew
6981218,NA,Captain,FALSE,,Community,,,my-crew.com,,FiveStarReview,Provence-Alpes-Côte d'Azur,France,EMEA,"65.273.511,00","7.330,00","11,40","6,592","39.030,36",Saint-Tropez,83990,,,,,,50,11,myCrew
6980723,self employed,private chef,FALSE,Available Now,Community,,,my-crew.com,,FiveStarReview,,Malta,EMEA,"441.543,00","198,00","627,00","6,726","27.884,64",Msida,,,,,,,90,17,myCrew
6980534,,,FALSE,,Community,,,LinkedIn,,TwoStarReview,Région du Littoral,Cameroon,EMEA,"26.545.863,00","1.799,00","3,81","5,044","1.537,13",Douala,,,,,,,35,,myCrew
6973924,Al-Habtoor Hotel,Demi Chef de partie,FALSE,,Community,,,LinkedIn,,FiveStarReview,,United Arab Emirates,EMEA,"9.890.402,00","2.871,00","34,30","6,825","36.284,56",Dubai,,,,,,,60,,myCrew
6973117,"SSH, MY 'Chakra'",Steward,FALSE,Available Now,Community,,,Careers Website,,ThreeStarReview,Riyadh Province,Saudi Arabia,EMEA,"34.813.871,00","7.572,00","3,52","6,375","20.110,32",Riyadh,,,,,,,95,2,myCrew
6970389,,,FALSE,,Community,,,es.linkedin.com,,FourStarReview,AN,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",Малага,,,,,,,25,,myCrew
6970041,Al maha arjan,Head room attendent and reliever supervisor,FALSE,,Community,,,LinkedIn,,TwoStarReview,,United Arab Emirates,EMEA,"9.890.402,00","2.871,00","34,30","6,825","36.284,56",Abu dhabi,,,,,,,45,5,myCrew
6969952,Anantara,Lead Captain,FALSE,,Community,,,LinkedIn,,FourStarReview,,United Arab Emirates,EMEA,"9.890.402,00","2.871,00","34,30","6,825","36.284,56",Dubai,,,,,,,60,9,myCrew
6969780,,Impiegato tecnico,FALSE,,Community,,,LinkedIn,,OneStarReview,Veneto,Italy,EMEA,"60.461.826,00","9.226,00","31,40","6,223","31.714,22",Colle,36050,,,,,,45,34,myCrew
6968863,Marlow Navigation,Captain,FALSE,Open to Offers,Community,,,LinkedIn,,TwoStarReview,,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",Barcelona,,,,,,,55,12,myCrew
6968679,,,FALSE,Available Soon,Community,,,Careers Website,,FiveStarReview,IB,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",Palma,,,,,,,55,,myCrew
6965319,,,FALSE,,Community,,,LinkedIn,,FiveStarReview,Doha,Qatar,EMEA,"2.881.053,00","909,00","78,50","6,374","50.124,39",Doha,,,,,,,25,,myCrew
6964242,FiveStar boat ibiza,Deckhand,FALSE,,Community,,,LinkedIn,,FourStarReview,CN,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",Las Palmas de Gran Canaria,,,,,,,45,5,myCrew
6959543,MHG GROUP,Luxury Advisor,FALSE,,Community,,,Careers Website,,TwoStarReview,Abu Dhabi,United Arab Emirates,EMEA,"9.890.402,00","2.871,00","34,30","6,825","36.284,56",Abu Dhabi,,,,,,,55,5,myCrew
6958001,,Captain,FALSE,,Community,,,LinkedIn,,FiveStarReview,,Norway,EMEA,"5.421.241,00","53.199,00","175,00","7,554","67.329,68",,,,1,,,,65,40,myCrew
6946772,Orca Crew Services,Bosun,FALSE,Available Now,Community,,,LinkedIn,,ThreeStarReview,,Bulgaria,EMEA,"6.948.445,00","457,00","4,21","5,011","10.079,20",Varna,,,,,,,55,19,myCrew
6944953,Wagamama,Chef,FALSE,,Community,,,LinkedIn,,OneStarReview,,Malta,EMEA,"441.543,00","198,00","627,00","6,726","27.884,64",Naxxar,,,,,,,30,,myCrew
6943060,Atlantic surf,surf instructor,FALSE,,Community,,,Careers Website,,ThreeStarReview,WC,South Africa,EMEA,"59.308.690,00","3.751,00","3,09","4,722","5.655,87",Cape Town,,,,,,,40,3,myCrew
6941771,,,FALSE,Available Now,Community,,,LinkedIn,,FourStarReview,,Malta,EMEA,"441.543,00","198,00","627,00","6,726","27.884,64",,,,,,,,70,,myCrew
6941057,,Shift Leader,FALSE,,Community,,,Careers Website,,OneStarReview,,United Arab Emirates,EMEA,"9.890.402,00","2.871,00","34,30","6,825","36.284,56",Dubai,,,,,,,50,10,myCrew
6939475,PRIME STEAK HOUSE,Chef de partie Grill,FALSE,,Community,,,LinkedIn,,OneStarReview,Doha,Qatar,EMEA,"2.881.053,00","909,00","78,50","6,374","50.124,39",Doha Port,,,,,,,75,7,myCrew
6937865,"M/Y TATII II , 110 FT NEDSHIP",DECKHAND,FALSE,Available Now,Community,,,LinkedIn,,FourStarReview,Dubai,United Arab Emirates,EMEA,"9.890.402,00","2.871,00","34,30","6,825","36.284,56",Dubai,,,,,,,100,1,myCrew
6932597,,Deckhand,FALSE,,Community,,,my-crew.com,,FourStarReview,Liguria,Italy,EMEA,"60.461.826,00","9.226,00","31,40","6,223","31.714,22",La Spezia,,,,,,,55,5,myCrew
6931679,,,FALSE,,Community,,,LinkedIn,,TwoStarReview,Abu Dhabi,United Arab Emirates,EMEA,"9.890.402,00","2.871,00","34,30","6,825","36.284,56",Abu Dhabi,,,,,,,35,,myCrew
6928276,Etihad Airways,cabin crew,FALSE,,Community,,,Indeed,,FourStarReview,IB,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",Centre,,,,,,,45,5,myCrew
6926857,,,FALSE,,Community,,,LinkedIn,,TwoStarReview,Liguria,Italy,EMEA,"60.461.826,00","9.226,00","31,40","6,223","31.714,22",Lerici,19032,,,,,,25,,myCrew
6925520,IHG,Sous chef,FALSE,Open to Offers,Community,,,LinkedIn,,ThreeStarReview,,Qatar,EMEA,"2.881.053,00","909,00","78,50","6,374","50.124,39",Doha,,,,,,,65,14,myCrew
6924983,TOP & BOTTOM,,FALSE,,Community,,,Careers Website,,ThreeStarReview,CT,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",Barcelona,,,,,,,60,4,myCrew
6924584,Falaj Daris Hotel Nizwa Oman,Head chef,FALSE,,Community,,,LinkedIn,,OneStarReview,,Oman,EMEA,"5.106.626,00","2.810,00","9,08",#N/A,"14.485,39",,,,,,,,30,,myCrew
6924070,,,FALSE,,Community,,,LinkedIn,,FiveStarReview,,Malta,EMEA,"441.543,00","198,00","627,00","6,726","27.884,64",,,,,,,,35,,myCrew
6921462,D&K Yachting,Deckhand/Mate,FALSE,Available Now,Community,,,LinkedIn,,FiveStarReview,,Malta,EMEA,"441.543,00","198,00","627,00","6,726","27.884,64",,,,,,,,95,4,myCrew
6921342,DB Group,"Pastry joiner, chef",FALSE,Available Now,Community,,,LinkedIn,,TwoStarReview,,Algeria,EMEA,"43.851.044,00","1.557,00","0,65","5,211","3.306,86",Marsa,4587,,,,,,75,5,myCrew
6921334,abac group,head chef,FALSE,,Community,,,LinkedIn,,FiveStarReview,CT,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",Barcelona,,,,,,,30,,myCrew
6921023,Db group,Sous chef,FALSE,,Community,,,LinkedIn,,FiveStarReview,,Malta,EMEA,"441.543,00","198,00","627,00","6,726","27.884,64",Setor Paul's Bay,,,,,,,40,,myCrew
6920097,Louis Vuitton,Private Client Advisor,FALSE,,Community,,,LinkedIn,,FourStarReview,Lisboa,Portugal,EMEA,"10.196.709,00","2.830,00","30,90","5,693","22.176,30",Lisboa,,,,,,,50,19,myCrew
6916871,le royal meridian hotel Dubai spa beach resort,Steward,FALSE,,Community,,,LinkedIn,,FourStarReview,Dubai,United Arab Emirates,EMEA,"9.890.402,00","2.871,00","34,30","6,825","36.284,56",Dubai,,,,,,,40,,myCrew
6914547,Singularu,Sales assistant,FALSE,Available Now,Community,,,LinkedIn,,OneStarReview,AN,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",Málaga,,,,,,,70,3,myCrew
6911066,,,FALSE,,Community,,,LinkedIn,,OneStarReview,,United Arab Emirates,EMEA,"9.890.402,00","2.871,00","34,30","6,825","36.284,56",,,,,,,,25,,myCrew
6910863,Paris bakery UAE,Cashier customer service quality checkers and accountant,FALSE,,Community,,,LinkedIn,,FourStarReview,,United Arab Emirates,EMEA,"9.890.402,00","2.871,00","34,30","6,825","36.284,56",Ajman,,,,,,,60,8,myCrew
6910694,Aparthotel,housekeeping,FALSE,Available Soon,Community,,,LinkedIn,,TwoStarReview,,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",BARCELONA,8004,,,,,,55,10,myCrew
6895386,Chase Boat Delivery,Co- pilot/Eng.,FALSE,,Community,,,LinkedIn,,FourStarReview,,France,EMEA,"65.273.511,00","7.330,00","11,40","6,592","39.030,36",Antibes,,,,,,,70,2,myCrew
6890385,Worldwide Employment UAE,15 Meters Boat Captain,FALSE,Available Now,Community,,,Google,,ThreeStarReview,Dubai,United Arab Emirates,EMEA,"9.890.402,00","2.871,00","34,30","6,825","36.284,56",Dubai,,,,,,,30,,myCrew
